2176.png,0.04290902422907672
2177.png,0.9120070815046599
2178.png,0.5113599204909435
2179.png,0.12793471044778815
2180.png,0.11911665161150342
2181.png,0.8940032423557145
2182.png,0.7021915188430088
2183.png,0.2838917952499814
2184.png,0.015507053012318694
2185.png,0.9494646733849968
2186.png,0.2757729340247015
2187.png,0.2695480037189716
2188.png,0.9459315772400657
2189.png,0.654731895637711
2190.png,0.5534309589592475
2191.png,0.057778037527441706
2192.png,0.38302707446417283
2193.png,0.8934828254217502
2194.png,0.8968343100195907
2195.png,0.7216060292005072
2196.png,0.7577771434491556
2197.png,0.3742258991033065
2198.png,0.5726077955601246
2199.png,0.5478721369773503
2200.png,0.13850136764202614
2201.png,0.6704205407062034
2202.png,0.9805346107448221
2203.png,0.8770737348525469
2204.png,0.2152946743037255
2205.png,0.10752168695698305
2206.png,0.30407301232498907
2207.png,0.9719959877586922
2208.png,0.5984403149596565
2209.png,0.32906039687849153
2210.png,0.12866058969716565
2211.png,0.8309032621495884
2212.png,0.6838075059321658
2213.png,0.7511542817983189
2214.png,0.8292787582363293
2215.png,0.06532296958102413
2216.png,0.1753646452521478
2217.png,0.6776609050580282
2218.png,0.9584929252588675
2219.png,0.19237342079936814
2220.png,0.6073245152748151
2221.png,0.24848736758530243
2222.png,0.41155802454786217
2223.png,0.5875701587904358
2224.png,0.8037302564454111
2225.png,0.10897313664301578
2226.png,0.11514511080582035
2227.png,0.26543676235124236
2228.png,0.2175048558550906
2229.png,0.23396455752144785
2230.png,0.7409563580062463
2231.png,0.7691883189945845
2232.png,0.9983855914639055
2233.png,0.6286937080852474
2234.png,0.13260813514934122
2235.png,0.048559474149936444
2236.png,0.5978264955584895
2237.png,0.6151973495449473
2238.png,0.6688259999268216
2239.png,0.8704477113293153
2240.png,0.33208925555781765
2241.png,0.7144405708193932
2242.png,0.014177639268059261
2243.png,0.9045827473538375
2244.png,0.775685257210323
2245.png,0.7458185198927453
2246.png,0.5819383143577
2247.png,0.19247894517137565
2248.png,0.0735346700564471
2249.png,0.6507613324783317
2250.png,0.06344918454550241
2251.png,0.8234046109011779
2252.png,0.899864261292922
2253.png,0.6161294759361303
2254.png,0.5830816964196984
2255.png,0.7763530993299906
2256.png,0.9717830332637846
2257.png,0.16016800957701804
2258.png,0.5895233277627429
2259.png,0.9306144566938703
2260.png,0.2468940733561391
2261.png,0.6455824727259052
2262.png,0.9409225273468156
2263.png,0.6457326886475826
2264.png,0.3012631277429706
2265.png,0.9877994469318724
2266.png,0.9766368276189495
2267.png,0.8512180132436858
2268.png,0.987119159525499
2269.png,0.6325043821428031
2270.png,0.20446224214613118
2271.png,0.9095861704131442
2272.png,0.7202460967950235
2273.png,0.6388586910450987
2274.png,0.8357646661730156
2275.png,0.21504899195112104
2276.png,0.12232207984310395
2277.png,0.045023446835582126
2278.png,0.13980671135151357
2279.png,0.7112004746087022
2280.png,0.30561461410307555
2281.png,0.3032517139551224
2282.png,0.2967708850753916
2283.png,0.6595824565875631
2284.png,0.5801139247777324
2285.png,0.7220904363248938
2286.png,0.7274633947957867
2287.png,0.4479798913586477
2288.png,0.07814282394955263
2289.png,0.6963578107205037
2290.png,0.08071961498647084
2291.png,0.5649159208069057
2292.png,0.5285698120475376
2293.png,0.19134056068699268
2294.png,0.5389162603582327
2295.png,0.3095951120652368
2296.png,0.2921406771867959
2297.png,0.10427936974711849
2298.png,0.7830161981506844
2299.png,0.23605073951837097
2300.png,0.41178726632147844
2301.png,0.5840284210666632
2302.png,0.8387521933351413
2303.png,0.7606737612245381
2304.png,0.7345032043202441
2305.png,0.8478159749090355
2306.png,0.538476275665139
2307.png,0.6030091203938863
2308.png,0.5475062287555154
2309.png,0.027052502513366772
2310.png,0.8006705150089684
2311.png,0.48909645451988126
2312.png,0.16504503147717398
2313.png,0.8838871935284331
2314.png,0.6752886218968038
2315.png,0.29054824609531305
2316.png,0.40483318962364745
2317.png,0.7907634263704476
2318.png,0.33877678711960646
2319.png,0.4060605253210642
2320.png,0.7289996753222163
2321.png,0.7339640861667052
2322.png,0.45571082900463633
2323.png,0.23126701488924917
2324.png,0.12429877748441331
2325.png,0.7816532684112354
2326.png,0.9677333820186317
2327.png,0.42621549128910996
2328.png,0.37150857232848145
2329.png,0.35973451023189773
2330.png,0.09020082893013082
2331.png,0.5829802869480031
2332.png,0.8670478541649824
2333.png,0.9288071618272461
2334.png,0.1260571049700855
2335.png,0.33691079474815544
2336.png,0.49454611649238034
2337.png,0.06458280497986191
2338.png,0.5003536465728378
2339.png,0.5982580841408901
2340.png,0.9130675868470337
2341.png,0.9566185762262103
2342.png,0.04316567067159327
2343.png,0.22949571310056227
2344.png,0.4289605866760233
2345.png,0.631814032259465
2346.png,0.20402103817921813
2347.png,0.07497510547358499
2348.png,0.03673505269715893
2349.png,0.9286436369349084
2350.png,0.9816030161228189
2351.png,0.022108417423263194
2352.png,0.30741591130291657
2353.png,0.5057532313257388
2354.png,0.47608195376081464
2355.png,0.7609723960557156
2356.png,0.18255667998529812
2357.png,0.47091210335220113
2358.png,0.09953273295039433
2359.png,0.966103253474177
2360.png,0.42648503625140277
2361.png,0.9375798381548995
2362.png,0.8915669489300319
2363.png,0.5483470124894332
2364.png,0.4179905564388732
2365.png,0.31514669464998646
2366.png,0.08665747274514435
2367.png,0.09095278325117073
2368.png,0.40554490928709885
2369.png,0.015415907696779474
2370.png,0.0800157221112695
2371.png,0.025222291319207724
2372.png,0.7193210358552203
2373.png,0.39135712455290905
2374.png,0.5396260652561854
2375.png,0.589258482291858
2376.png,0.9052253382848205
2377.png,0.34099373200613514
2378.png,0.6792916381505096
2379.png,0.48846047392605463
2380.png,0.199564452231364
2381.png,0.608886900059764
2382.png,0.6407375313351178
2383.png,0.25808540927468293
2384.png,0.6115526102577887
2385.png,0.07723562476712387
2386.png,0.45876928964060126
2387.png,0.27713724700379405
2388.png,0.9189202134171117
2389.png,0.4969313746699098
2390.png,0.653632861758793
2391.png,0.598358511569583
2392.png,0.1359346468462791
2393.png,0.556508003189025
